aba	阿坝
jiazigong	架子工
jiazuo	加座
jiazushi	家族史
jibaili	吉百利
jibian	激辩
jibing	急病
jibolun	纪伯伦
jibu	基部
jibusi	吉布斯
jibuti	吉布提
jicha	稽察
jichengfa	继承法
jichengkuai	集成块
jichibang	鸡翅膀
jichuan	击穿
jichudaixielv	基础代谢率
jichuji	挤出机
jichulai	挤出来
jichuqu	挤出去
jici	济慈
jidacheng	集大成
jidaguo	记大过
jidian	急电
jidiguan	极地馆
jidimo	基底膜
jidongdui	机动队
jidu	基督
jiduanhua	极端化
jidui	机队
jidujiao	基督教
jidujiaominzhulianmeng	基督教民主联盟
jiduxin	嫉妒心
jieai	节哀
jieante	捷安特
jieao	桀骜
jiebang	揭榜
jiebao	捷豹
jiebei	借呗
jieceji	洁厕剂
jiechajian	接插件
jiechangai	结肠癌
jiechi	戒尺
jiechudian	接触点
jieda	捷达
jiedaichu	接待处
jiedao	借道
jiedi	姐弟
jiedixian	接地线
jiedu	戒赌
jiedufei	借读费
jiefang	接防
jiefangbei	解放碑
jiefangjunzongzhengzhibu	解放军总政治部
jiefangqu	解放区
jiefangxie	解放鞋
jiefuxun	杰弗逊
jiegouhuabiancheng	结构化编程
jiegoujian	结构件
jiegoutu	结构图
jiegouyu	结构域
jiegua	节瓜
jiehejun	结核菌
jiehen	解恨
jieheneng	结合能
jiehu	截胡
jiehua	接话
jiehunzhao	结婚照
jiejiao	结焦
jiejiao	街角
jiejiebing	结节病
jiejifan	劫机犯
jiejiji	截击机
jiejingdu	结晶度
jiejingshi	洁净室
jiekang	拮抗
jiekangji	拮抗剂
jieke	杰克
jiekegongheguo	捷克共和国
jiekesiluofake	捷克斯洛伐克
jiekexun	杰克逊
jiekouka	接口卡
jiekuai	结块
jiekuan	结款
jiekun	解困
jielaodi	揭老底
jielei	街垒
jieli	借力
jieli	节理
jielinghaixuxilingren	解铃还需系铃人
jieliu	截流
jieliu	截留
jielu	结露
jiemaojia	睫毛夹
jiemaoshua	睫毛刷
jiemeipian	姐妹篇
jiemener	姐们儿
jiemian	洁面
jiemianji	截面积
jiemubiao	节目表
jiemudan	节目单
jienan	诘难
jiepai	接拍
jiepai	街拍
jiepodao	解剖刀
jiepoutu	解剖图
jieqin	接亲
jierjisigongheguo	吉尔吉斯共和国
jieru	借入
jieshaofei	介绍费
jieshiquan	解释权
jieshixue	解释学
jieshoufang	接受方
jieshouzhe	接收者
jieshufu	结束符
jiesongche	接送车
jietao	解套
jieti	结题
jietiaoqi	解调器
jiewenyu	接吻鱼
jiexiantu	接线图
jiexiaqiu	阶下囚
jiexiaqu	接下去
jiexika	杰西卡
jiexiqi	解析器
jiexuan	疥癣
jiexuanmei	解旋酶
jieyanfa	戒严法
jieyezheng	结业证
jieyi	节译
jieyou	解忧
jieyue	阶跃
jieyuqi	节育器
jiezha	结扎
jiezhan	接站
jiezhao	接招
jiezhuan	结转
jiezi	芥子
jifa	击发
jifanchuan	机帆船
jifatai	激发态
jifei	计费
jifeng	机锋
jifengzhijincao	疾风知劲草
jifuzheng	急腹症
jigan	鸡肝
jigelv	及格率
jigeng	机耕
jigong	济公
jigong	记功
jiguangcejuyi	激光测距仪
jiguangdeng	激光灯
jiguangshu	激光束
jiguangtou	激光头
jigui	机柜
jihan	饥寒
jiheti	几何体
jihu	疾呼
jihuadanlieshi	计划单列市
jihuan	疾患
jihuohuo	急火火
jihuoji	激活剂
jihuoma	激活码
jijia	技嘉
jijia	机架
jijia	极佳
jijiali	基加利
jijian	击键
jijian	急件
jijian	极简
jijian	计件
jijianwei	纪检委
jijiao	鸡叫
jijicao	芨芨草
jijiedi	集结地
jijiegong	季节工
jijin	急进
jijin	饥馑
jijing	即景
jijirulvling	急急如律令
jijiuche	急救车
jijiushi	急救室
jiju	极具
jijuan	鸡圈
jikua	击垮
jilei	基类
jileniao	极乐鸟
jiliangjingjixue	计量经济学
jiliangxue	计量学
jilihua	吉利话
jilin	吉林
jiliu	肌瘤
jilong	鸡笼
jilubu	记录簿
jimaoxin	鸡毛信
jimin	饥民
jiming	鸡鸣
jiminmeng	基民盟
jimo	季末
jimu	极目
jinai	紧挨
jinaiqi	挤奶器
jinbi	禁闭
jinchaji	晋察冀
jinchajibianqu	晋察冀边区
jinchang	金昌
jincheng	晋城
jincheng	近程
jinchengwu	金城武
jinchukouyinhang	进出口银行
jincouxing	紧凑型
jindai	晋代
jindai	金代
jindao	劲道
jindeqi	禁得起
jindianzi	金点子
jindie	金蝶
jinding	金锭
jindong	今冬
jindong	近东
jindong	靳东
jineima	机内码
jineiyabishao	几内亚比绍
jiner	今儿
jiner	劲儿
jinerge	今儿个
jinfei	禁飞
jinfengkou	进风口
jingang	进港
jingangjing	金刚经
jingangzuan	金刚钻
jingansi	静安寺
jingba	京巴
jingbao	晶胞
jingbaodeng	警报灯
jingbi	井壁
jingbiao	竞标
jingcai	京菜
jingdao	精到
jingdeng	警灯
jingdezhu	经得住
jingdianchang	静电场
jingdianxue	静电学
jingdiwa	井底蛙
jingdongfang	京东方
jingdu	净度
jingdui	警队
jinge	净额
jingesi	金阁寺
jingfugong	景福宫
jinggan	茎秆
jinggang	静冈
jingguangxian	京广线
jinghang	京杭
jinghao	靓号
jinghou	敬候
jinghu	京沪
jinghuaqi	净化器
jinghuasu	精华素
jinghuatie	精华帖
jinghuaye	精华液
jinghuayuan	镜花缘
jinghugaosutielu	京沪高速铁路
jinghuxian	京沪线
jingjia	井架
jingjiagong	精加工
jingjianban	精简版
jingjiao	京郊
jingjicang	经济仓
jingjifa	经济法
jingjihezuoyufazhanzuzhi	经济合作与发展组织
jingjin	京津
jingjingmai	颈静脉
jingjiqu	经济区
jingjishi	经济史
jingjishi	经济师
jingjiweiyuanhui	经济委员会
jingjixing	经济性
jingke	荆轲
jingkong	净空
jingli	靓丽
jingliuru	净流入
jinglun	经纶
jingmai	竞买
jingmaiyan	静脉炎
jingmen	荆门
jingmenshi	荆门市
jingmidu	精密度
jingmoca	静摩擦
jingmu	敬慕
jingniang	精酿
jingongxing	进攻性
jingpianzi	京片子
jingpin	竞聘
jingpinke	精品课
jingpo	景颇
jingpohu	镜泊湖
jingshensunshifei	精神损失费
jingshidaxuetang	京师大学堂
jingshou	经售
jingshu	精梳
jingshui	井水
jingshuiji	净水机
jingshumian	精梳棉
jingsi	警司
jingsiliao	精饲料
jingtangmu	惊堂木
jingtiandiqiguishen	惊天地泣鬼神
jingtiao	荆条
jingtizhendangqi	晶体振荡器
jingtougan	镜头感
jingtun	鲸吞
jingtuzong	净土宗
jingu	紧固
jinguang	金光
jingujian	紧固件
jinguo	晋国
jinguo	金国
jinguoburangxumei	巾帼不让须眉
jingwaiyou	境外游
jingwei	精卫
jingweidu	经纬度
jingweiyuan	警卫员
jingwen	颈纹
jingwu	警务
jingwuhua	静物画
jingxi	京戏
jingxian	敬献
jingxiao	警校
jingxiu	精修
jingxuanji	精选集
jingya	静压
jingyan	精盐
jingyanggang	景阳冈
jingyanlun	经验论
jingyantan	经验谈
jingyao	精要
jingyou	鲸油
jingyuanchang	晶圆厂
jingzeng	净增
jingzhang	警长
jingzhe	惊蛰
jingzhen	颈枕
jingzhi	静置
jingzhuan	净赚
jingzhuangben	精装本
jingzhuangxiu	精装修
jingzu	京族
jinhua	金华
jinhuashi	进化史
jinhuashi	金华市
jinhuashu	进化树
jinhun	金婚
jinianta	纪念塔
jinianzhao	纪念照
jining	济宁
jinisi	吉尼斯
jinisishijiejilu	吉尼斯世界纪录
jinjia	金价
jinjian	进谏
jinjiang	晋江
jinjijiang	金鸡奖
jinjizheng	禁忌症
jinju	晋剧
jinkouhuo	进口货
jinkoushui	进口税
jinkuai	金块
jinling	金陵
jinlun	锦纶
jinlv	劲旅
jinmendao	金门岛
jinmushuihuotu	金木水火土
jinniuzuo	金牛座
jinpang	近旁
jinpogan	紧迫感
jinpoxing	紧迫性
jinqi	进气
jinqi	金器
jinqiansong	金钱松
jinqikou	进气口
jinqimen	进气门
jinqinshu	近亲属
jinqiu	今秋
jinqiujiang	金球奖
jinqujiang	金曲奖
jinrizi	紧日子
jinsangzi	金嗓子
jinsanjiao	金三角
jinshajiang	金沙江
jinshanshan	金闪闪
jinshasa	金沙萨
jinshengtan	金圣叹
jinshenku	紧身裤
jinshidun	金士顿
jinshijiang	金狮奖
jinshijing	近视镜
jinshu	晋书
jinshuiguan	进水管
jinsi	金丝
jinsidun	金斯顿
jinsirong	金丝绒
jinsizhi	近似值
jinsui	紧随
jinsuo	紧锁
jinsuoji	金锁记
jinuozu	基诺族
jinwei	进位
jinweizhi	进位制
jinxian	仅限
jinxiandai	近现代
jinxiang	尽享
jinxiangjiang	金像奖
jinxiaocun	进销存
jinxinhui	浸信会
jinxiongjiang	金熊奖
jinxue	金靴
jinxuejiang	金靴奖
jinya	金牙
jinyan	禁言
jinyindao	金银岛
jinyong	金庸
jinyugang	金鱼缸
jinyuqi	禁渔期
jinzaibuyanzhong	尽在不言中
jinzhan	近战
jinzhanggan	紧张感
jinzhanhua	金盏花
jinzhengri	金正日
jinzhi	紧致
jinzhi	进制
jinzhiling	禁止令
jinzhong	晋中
jinzhongjiang	金钟奖
jinzhongzhao	金钟罩
jinzhou	锦州
jinzhoushi	锦州市
jinzonglv	金棕榈
jiongkun	窘困
jiongtai	窘态
jipo	击破
jipu	吉普
jipusai	吉普赛
jiqian	积欠
jiqiangshou	机枪手
jiqima	机器码
jiqimao	机器猫
jiqiushou	击球手
jiqu	记取
jiqun	肌群
jiru	计入
jiru	记入
jisao	祭扫
jishen	祭神
jisheng	极盛
jishengban	计生办
jishengfeng	寄生蜂
jishengwei	计生委
jishenjing	脊神经
jishi	吉时
jishi	纪事
jishijian	挤时间
jishinianruyiri	几十年如一日
jishitie	即时贴
jishiyuan	计时员
jishu	集数
jishuhuo	技术活
jishukaifaqu	技术开发区
jisi	鸡丝
jisu	极速
jisuanjibingdu	计算机病毒
jisuanjichengxu	计算机程序
jisuanjiruanjian	计算机软件
jisuanjiwangluo	计算机网络
jisuanjixitong	计算机系统
jisuanli	计算力
jisuban	挤塑板
jisuzhi	寄宿制
jitai	基态
jitai	祭台
jitan	积碳
jitian	祭天
jitisuoyouzhi	集体所有制
jitiwu	集体舞
jitizhao	集体照
jiubadao	九把刀
jiuchongtian	九重天
jiuchulai	揪出来
jiucuoma	纠错码
jiuding	九鼎
jiufang	旧房
jiuge	九歌
jiuhanfengganyu	久旱逢甘雨
jiuhaobupaxiangzishen	酒好不怕巷子深
jiuhong	酒红
jiuhuashan	九华山
jiuhuoche	救火车
jiuhuodui	救火队
jiujia	救驾
jiujian	九键
jiujijin	救济金
jiujingdu	酒精度
jiujinggan	酒精肝
jiujiu	啾啾
jiujiyuan	救济院
jiulei	酒类
jiulong	九龙
jiulongbi	九龙壁
jiumaohuanxinyan	旧貌换新颜
jiumingqian	救命钱
jiunianzhi	九年制
jiuping	酒瓶
jiupingzi	酒瓶子
jiuquan	酒泉
jiuquanshi	酒泉市
jiuquanweixingfashezhongxin	酒泉卫星发射中心
jiuqushibawan	九曲十八弯
jiushang	旧伤
jiushang	酒商
jiushehui	旧社会
jiushijun	救世军
jiushiqi	旧石器
jiushiqishidai	旧石器时代
jiushui	酒税
jiutan	酒坛
jiutanzi	酒坛子
jiuwei	就位
jiuxun	九旬
jiuyang	九阳
jiuyeban	就业办
jiuyibashibian	九一八事变
jiuyou	旧有
jiuyue	九月
jiuzhai	旧债
jiuzhuo	酒桌
jiuzhuzhan	救助站
jiuzuo	久坐
jiuzuo	旧作
jiwan	己烷
jiwan	急弯
jiwei	计委
jiwen	积温
jixi	及膝
jixi	计息
jixi	鸡西
jixia	记下
jixianlin	季羡林
jixianzhi	极限值
jixiaolan	纪晓岚
jixiaozhi	极小值
jixiebo	机械波
jixiegongyebu	机械工业部
jixielun	机械论
jixiewu	机械舞
jixin	机芯
jixin	鸡心
jixing	疾行
jixinge	基辛格
jixishi	鸡西市
jixiu	寄宿
jixiu	机修
jixiugong	机修工
jixiusheng	寄宿生
jixu	亟须
jixue	鸡血
jixunying	集训营
jiya	鸡鸭
jiyang	激扬
jiye	积液
jiyou	极右
jiyou	绩优
jiyuexing	集约型
jiyuqi	机遇期
jizai	机载
jizhejie	记者节
jizhengshi	急症室
jizhenke	急诊科
jizhetuan	记者团
jizhezheng	记者证
jizhongzhi	集中制
jizhou	冀州
jizhu	机主
jizhuiyan	脊椎炎
jizhundian	基准点
jizhunjia	基准价
jizi	麂子
jizifang	集资房
jizui	忌嘴
jizuo	机座
jizuo	极左
juanfajia	卷发夹
juanfu	卷福
juanhua	绢花
juanji	卷积
juankuanxiang	捐款箱
juanmian	卷面
juanshe	卷舌
juanshe	圈舍
juansheyin	卷舌音
juanshou	卷首
juanshouyu	卷首语
juantong	卷筒
juantongzhi	卷筒纸
juanxianzhe	捐献者
juanyi	倦意
juanzhamen	卷闸门
jubandi	举办地
jubing	句柄
jucai	聚财
judian	局点
juececeng	决策层
juecezhichixitong	决策支持系统
juedoushi	角斗士
juehu	绝户
jueji	决计
juejin	倔劲
juejin	掘进
juejin	掘金
juejingqi	绝经期
juelu	绝路
juemuren	掘墓人
jueran	决然
jueshengju	决胜局
jueshetou	嚼舌头
juexiang	绝响
jueyuanceng	绝缘层
juezhe	觉着
juezhiceng	角质层
juhuang	橘黄
juhuangse	桔黄色
jujiang	巨奖
jujidi	聚集地
julidian	居里点
jumao	橘猫
jumi	聚醚
juminshenfenzheng	居民身份证
jumo	句末
jumu	巨幕
junci	钧瓷
juneiren	局内人
junfu	军服
jungen	菌根
jungongchang	军工厂
jungu	军鼓
junguan	军管
junhui	军徽
junhun	军婚
junji	军纪
junjie	军界
junjie	军阶
junkong	军控
junlang	俊朗
junli	军礼
junling	军令
junlvse	军绿色
junma	均码
junmao	军帽
junqi	军旗
junquan	军权
junrong	军容
junshibowuguan	军事博物馆
junshikexueyuan	军事科学院
junshishi	军事史
junshitandingbao	君士坦丁堡
junshizhang	军士长
junti	菌体
juntiquan	军体拳
juntuanzhang	军团长
junwang	郡王
junwei	军威
junxian	郡县
junxianzhi	郡县制
junxie	军械
junyao	钧窑
junyi	俊逸
junyongpin	军用品
junzhang	军长
junzhi	军制
junzhong	军种
junzhu	菌株
junzhu	郡主
junzhulixianzhi	君主立宪制
jupi	橘皮
juping	剧评
jurenyuqianlizhiwai	拒人于千里之外
jurenzheng	巨人症
jurusuan	聚乳酸
jusha	狙杀
jushi	居士
jushu	榉树
jutan	巨贪
juwairen	局外人
juwu	剧务
juxie	巨蟹
juxiezuo	巨蟹座
juyongguan	居庸关
juyu	居于
juzhi	巨制
juzhi	橘汁
juzhong	剧种
juzhuquan	居住权
juzi	桔子
juzizhou	橘子洲
juzuo	剧作
juzuo	巨作
kabozi	卡脖子
kabuer	喀布尔
kaca	咔嚓
kada	咔哒
kadeya	卡地亚
kaerbaqianshan	喀尔巴阡山
kafeibei	咖啡杯
kafeifen	咖啡粉
kafeijian	咖啡碱
kahao	卡号
kaibiao	开标
kaicao	开槽
kaiensizhuyi	凯恩斯主义
kaifaban	开发板
kaifabao	开发包
kaifang	开房
kaifangshi	开放式
kaifangzi	开方子
kaigonglv	开工率
kaigou	开沟
kaiguangui	开关柜
kaihuaqi	开花期
kaikuodi	开阔地
kailifang	开立方
kailu	开颅
kaiman	开曼
kaimeirui	凯美瑞
kaimenqijianshi	开门七件事
kaimoer	凯末尔
kaipanjia	开盘价
kaipingfang	开平方
kaisa	凯撒
kaisa	恺撒
kaisang	开嗓
kaishan	开衫
kaishou	开售
kaishuifang	开水房
kaishuiping	开水瓶
kaisuojiang	开锁匠
kaita	开拓
kaitang	开膛
kaitangshou	开膛手
kaitaxing	开拓性
kaitazhe	开拓者
kaiti	开题
kaiyaofang	开药方
kaiyuan	开元
kaizhaijie	开斋节
kakou	卡口
kakou	卡扣
kalabuliya	卡拉布里亚
kalakunlunshan	喀喇昆仑山
kalashennikefu	卡拉什尼科夫
kalayang	卡拉扬
kameilong	卡梅隆
kamian	卡面
kanaiji	卡耐基
kanaweilaerjiao	卡纳维拉尔角
kancha	勘查
kanchajiabandao	堪察加半岛
kanchu	刊出
kandaha	坎大哈
kandao	砍倒
kandeqing	看得清
kaneijiyinyueting	卡内基音乐厅
kaner	坎儿
kangbuzhu	扛不住
kangcixing	抗磁性
kangde	康德
kangding	康定
kangdong	抗冻
kangfushi	抗腐蚀
kangganrao	抗干扰
kangguomin	抗过敏
kanghan	抗寒
kangjia	康佳
kangjunji	抗菌剂
kanglao	抗老
kangli	抗力
kangmeiyuanchaozhanzheng	抗美援朝战争
kangnaierdaxue	康奈尔大学
kangniedigezhou	康涅狄格州
kangning	抗凝
kangnveyao	抗疟药
kangqiao	康桥
kangqilai	扛起来
kangri	抗日
kangrijiuwangyundong	抗日救亡运动
kangrijunzhengdaxue	抗日军政大学
kangriminzutongyizhanxian	抗日民族统一战线
kangshifu	康师傅
kangtang	抗糖
kangtarenzhikai	慷他人之慨
kangtou	炕头
kangxi	康熙
kangxueshuan	抗血栓
kangyan	抗炎
kangyanghua	抗氧化
kangyanyao	抗炎药
kangyiyu	抗抑郁
kangzao	抗造
kangzhi	抗旨
kangzhongliu	抗肿瘤
kangzhou	抗皱
kangzhuo	炕桌
kanjiagou	看家狗
kankun	坎昆
kanmen	看门
kanmengou	看门狗
kanpala	坎帕拉
kanpeila	堪培拉
kansasi	堪萨斯
kanshangyan	看上眼
kantandui	勘探队
kantie	看帖
kaobei	靠背
kaobianzhan	靠边站
kaobo	考博
kaochi	烤翅
kaoci	烤瓷
kaoe	烤鹅
kaohao	考号
kaohongshu	烤红薯
kaoqi	烤漆
kaoqinji	考勤机
kaoqinka	考勤卡
kaoquanyang	烤全羊
kaorouchuan	烤肉串
kaoruzhu	烤乳猪
kaowen	考问
kaoyi	靠椅
kaoyou	靠右
kaoyu	烤鱼
kaozhen	靠枕
kaozhi	烤制
kaqian	卡钳
kaqiusha	喀秋莎
kashan	喀山
kashen	喀什
kashi	喀什
kasidiliya	卡斯蒂利亚
kasitedimao	喀斯特地貌
katonghua	卡通画
katongpian	卡通片
katumu	喀土穆
kaxiou	卡西欧
keaiduo	可爱多
keba	磕巴
kebi	科比
kebixing	可比性
kebu	可怖
kechongdian	可充电
keda	柯达
kedisong	可的松
kedouwen	蝌蚪文
keer	壳儿
keerkezizu	柯尔克孜族
kegebo	克格勃
keguazi	嗑瓜子
kehuqun	客户群
kejia	客家
kejiacai	客家菜
kejiangjie	可降解
kejigu	科技股
kejijie	科技界
kejiyuan	科技园
kekaochuan	科考船
kekedou	可可豆
kekong	可控
kekongxing	可控性
kelaisitecheqi	克赖斯特彻奇
kelaiyin	克莱因
kelaosaiweici	克劳塞维茨
kelasinuoyaersike	克拉斯诺亚尔斯克
keliantianxiafumuxin	可怜天下父母心
kelianxiang	可怜相
keligan	颗粒感
kelimiyabandao	克里米亚半岛
kelimulingong	克里姆林宫
kelisituofu	克里斯托弗
kelite	克里特
keliuliang	客流量
kelizhuang	颗粒状
kelong	科隆
kelongdajiaotang	科隆大教堂
kelunpo	科伦坡
keluoladuohe	科罗拉多河
keluoladuozhou	科罗拉多州
keluoze	克洛泽
kemoluo	科摩罗
kenan	柯南
kenghuo	坑货
kennidihangtianzhongxin	肯尼迪航天中心
kenshi	啃食
kentaji	肯塔基
kepo	磕破
kerener	可人儿
keshi	刻蚀
keshi	可视
keshifei	课时费
keshili	科氏力
keshui	课税
kesouyao	咳嗽药
kewangerbukeji	可望而不可即
kexi	柯西
kexie	科协
kexijia	科西嘉
kexingxingyanjiu	可行性研究
kexirukeliwu	可吸入颗粒物
kexuanxiang	可选项
kexuechubanshe	科学出版社
kexueguan	科学馆
kexuehua	科学化
kexuejishubu	科学技术部
keya	磕牙
keyansuo	科研所
keyuan	科员
kezheng	苛政
kezhengmengyuhu	苛政猛于虎
kezhipei	可支配
kezhixingchengxu	可执行程序
kezhixingwenjian	可执行文件
kezi	刻字
kezi	壳子
kezileisukeerkezizizhizhou	克孜勒苏柯尔克孜自治州
kezuo	客座
kongbaodan	空包弹
kongche	空车
kongdiaoche	空调车
kongdonghua	空洞化
kongdongshan	崆峒山
kongduikong	空对空
kongfang	空房
kongfansen	孔繁森
kongfu	孔府
kongfuzi	孔夫子
kongguquan	控股权
konghuanxi	空欢喜
kongjiangan	空间感
kongke	空客
kongmeng	孔孟
kongming	孔明
kongqiu	孔丘
kongqiu	控球
kongqiyasuoji	空气压缩机
kongquedongnanfei	孔雀东南飞
kongquelan	孔雀蓝
kongquelv	孔雀绿
kongqueyu	孔雀鱼
kongrong	孔融
kongtiaoji	空调机
kongtiaoqi	空调器
kongxiaxin	恐吓信
kongxing	空行
kongxinzhuan	空心砖
kongyaji	空压机
kongyiji	孔乙己
kongyou	控油
kongzhiban	控制板
kongzhidian	控制点
kongzhifa	控制阀
kongzhijian	控制键
kongzhili	控制力
kongzhiliu	控制流
kongzhilv	空置率
kongzhiqu	控制区
kongzhita	控制塔
kongzhixian	控制线
kongzhuan	空转
kongzi	孔子
kouchulai	抠出来
koufuyao	口服药
kougan	口干
kouhuiershibuzhi	口惠而实不至
kouji	叩击
koujian	扣件
kouqiangai	口腔癌
kouqiangke	口腔科
koushou	口授
koushui	扣税
kousuan	口算
kouxie	叩谢
kouyu	口谕
kouyuhua	口语化
kouzhong	口重
kouzhun	寇准
kuabu	胯部
kuafu	夸父
kuahang	跨行
kuaibaner	快板儿
kuaicanting	快餐厅
kuaichuandui	快船队
kuaidao	快刀
kuaidifei	快递费
kuaijizheng	会计证
kuaisulu	快速路
kuakao	跨考
kuanbu	髋部
kuandaiwang	宽带网
kuanfu	宽幅
kuangding	框定
kuangdong	矿洞
kuangfu	匡扶
kuangquan	狂犬
kuangtu	狂徒
kuangwei	匡威
kuangwu	矿务
kuangwuyou	矿物油
kuangxie	狂泻
kuangxuan	框选
kuangzhang	狂涨
kuangzi	筐子
kuanyinmu	宽银幕
kuashiji	跨世纪
kuatuo	夸脱
kuaxia	胯下
kuazhuanye	跨专业
kuchaishi	苦差事
kudingcha	苦丁茶
kuerde	库尔德
kuerlei	库尔勒
kugou	酷狗
kuhan	酷寒
kuhe	枯涸
kuhuang	枯黄
kuihuazi	葵花籽
kuiran	岿然
kuitan	喟叹
kuli	酷吏
kulian	苦恋
kuma	哭骂
kunfa	困乏
kunju	昆剧
kunlun	昆仑
kunminghu	昆明湖
kunshanshi	昆山市
kunshou	困兽
kunzha	捆扎
kunzhu	捆住
kuopin	扩频
kuosanqi	扩散器
kuoxie	扩写
kuozhancao	扩展槽
kuozhanka	扩展卡
kuqiang	哭墙
kuqiao	苦荞
kuqiaomai	苦荞麦
kuquan	苦劝
kurui	酷睿
kuse	枯涩
kushou	枯瘦
kuweisuan	苦味酸
kuxi	哭戏
kuxia	酷夏
kuxian	裤线
kuxingren	苦杏仁
kuxiu	苦修
kuzuo	枯坐
laba	腊八
labin	拉宾
lacai	拉踩
lachanggou	腊肠狗
lachangquan	腊肠犬
ladake	拉达克
ladinghua	拉丁化
ladingming	拉丁名
ladingwu	拉丁舞
lagesi	拉戈斯
laguolai	拉过来
lahoutui	拉后腿
lahu	拉祜
lahuang	蜡黄
lahuangse	蜡黄色
lahuzu	拉祜族
laigao	来稿
laihuipiao	来回票
laika	徕卡
laika	莱卡
lailiao	来料
laiyin	莱茵
laiyinhe	莱茵河
laizi	癞子
lajiang	辣酱
lajiaomian	辣椒面
lajiaoshui	辣椒水
lajichang	垃圾场
lajidai	垃圾袋
lajidao	垃圾道
lajinhu	拉近乎
lajinlai	拉进来
lajizhan	垃圾站
lajuchenghuileishigan	蜡炬成灰泪始干
laladui	拉拉队
lalangpei	拉郎配
lamajiao	喇嘛教
lamake	拉马克
laman	拉曼
lamei	蜡梅
lamusifeierde	拉姆斯菲尔德
lanfa	滥发
langdangzi	浪荡子
langdu	狼毒
langfang	廊坊
langhaobi	狼毫笔
langjian	浪尖
langjiu	郎酒
langlaile	狼来了
langlang	朗朗
langlang	琅琅
langlang	郎朗
langmanpai	浪漫派
langmanshi	浪漫史
langping	郎平
langqin	浪琴
langquan	狼犬
langtaosha	浪淘沙
langtuteng	狼图腾
languang	蓝光
languangdie	蓝光碟
langwen	朗文
langwo	狼窝
langxianping	郎咸平
langxun	朗讯
langyabang	狼牙棒
langyashan	狼牙山
lanhou	懒猴
lanhuise	蓝灰色
lanhuo	揽活
lanjiao	懒觉
lanjingjing	蓝晶晶
lanjingling	蓝精灵
lankongque	蓝孔雀
lankou	兰蔻
lanlingwang	兰陵王
lanmuzu	栏目组
lanping	蓝屏
lanqiuguan	篮球馆
lanqiuxie	篮球鞋
lantan	篮坛
lanwang	篮网
lanwangwang	蓝汪汪
